,Domain,Division,Class,Order,Family,Genus,Cell shape,Cell motility,Sampling ocean,Sampling regional sea,Sampling country,Sampling ecosystem,Isolation by,Sampling by,Deposit to rcc by,RCC medium,RCC temperature,RCC transfer period weeks,RCC light,Remark,Sampling date,Clonal,Axenic,Pure,Heterotrophic,Toxic,Symbiotic,Transformed,STRAIN ID,Latitude,Longitude,Sampling site,Sampling station,Isolation method,Identification method,Isolation medium,Purification by,Purification method,Sampling depth (m),Contaminant type,Sampling cruise,Sampling temperature,Identification by,Cell assemblage,Date entered catalog,Host type,Host genus,Sampling substrate,Isolation growth temperature,Clade,Deposit to RCC date,Sampling water type
RCC3994,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,,,Pacific Ocean,South East Pacific,Chile,pelagic,P. von Dassow,,P. Von Dassow,K/2,17.00,12.00,30,,"Saturday, October 1, 2011",Yes,No,Yes,No,No,No,No,RCC3994,-33.63,-78.82,Juan Fernandez Archipeligo,Robinson Crusoe Island,Flow cytometry sorting (1 cell),,,,,,,,,,solitary,,,,,,,,
RCC3995,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,,,Pacific Ocean,South East Pacific,Chile,pelagic,P. von Dassow,,P. Von Dassow,K/2,17.00,12.00,30,,"Saturday, October 1, 2011",Yes,No,Yes,No,No,No,No,RCC3995,-33.63,-78.82,Juan Fernandez Archipeligo,Robinson Crusoe Island,Flow cytometry sorting (1 cell),,,,,,,,,,solitary,,,,,,,,
RCC3996,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,,,Pacific Ocean,South East Pacific,Chile,pelagic,P. von Dassow,,P. Von Dassow,K/2,17.00,12.00,30,,"Saturday, October 1, 2011",Yes,No,Yes,No,No,No,No,RCC3996,-33.63,-78.82,Juan Fernandez Archipeligo,Robinson Crusoe Island,Flow cytometry sorting (1 cell),,,,,,,,,,solitary,,,,,,,,
RCC3998,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,,,Pacific Ocean,South East Pacific,Chile,pelagic,P. von Dassow,,P. Von Dassow,K/2,17.00,12.00,30,,"Saturday, October 1, 2011",Yes,No,Yes,No,No,No,No,RCC3998,-33.63,-78.82,Juan Fernandez Archipeligo,Robinson Crusoe Island,Flow cytometry sorting (1 cell),,,,,,,,,,solitary,,,,,,,,
RCC3999,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,,,Pacific Ocean,South East Pacific,Chile,pelagic,P. von Dassow,,P. Von Dassow,K/2,17.00,12.00,30,,"Saturday, October 1, 2011",Yes,No,Yes,No,No,No,No,RCC3999,-33.63,-78.82,Juan Fernandez Archipeligo,Robinson Crusoe Island,Flow cytometry sorting (1 cell),,,,,,,,,,solitary,,,,,,,,
RCC4001,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,,,Pacific Ocean,South East Pacific,Chile,pelagic,P. von Dassow,,P. Von Dassow,K/2,17.00,12.00,30,,"Saturday, October 1, 2011",Yes,No,Yes,No,No,No,No,RCC4001,-33.63,-78.82,Juan Fernandez Archipeligo,Robinson Crusoe Island,Flow cytometry sorting (1 cell),,,,,,,,,,solitary,,,,,,,,
RCC4002,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,,,Pacific Ocean,South East Pacific,Chile,pelagic,P. von Dassow,,P. Von Dassow,K/2,17.00,12.00,30,,"Saturday, October 1, 2011",Yes,No,Yes,No,No,No,No,RCC4002,-33.63,-78.82,Juan Fernandez Archipeligo,Robinson Crusoe Island,Flow cytometry sorting (1 cell),,,,,,,,,,solitary,,,,,,,,
RCC4003,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,,,Pacific Ocean,South East Pacific,Chile,pelagic,P. von Dassow,,P. Von Dassow,K/2,17.00,12.00,30,,"Saturday, October 1, 2011",Yes,No,Yes,No,No,No,No,RCC4003,-33.63,-78.82,Juan Fernandez Archipeligo,Robinson Crusoe Island,Flow cytometry sorting (1 cell),,,,,,,,,,solitary,,,,,,,,
RCC4004,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,,,Pacific Ocean,South East Pacific,Chile,pelagic,P. von Dassow,,P. Von Dassow,K/2,17.00,12.00,30,,"Saturday, October 1, 2011",Yes,No,Yes,No,No,No,No,RCC4004,-33.63,-78.82,Juan Fernandez Archipeligo,Robinson Crusoe Island,Flow cytometry sorting (1 cell),,,,,,,,,,solitary,,,,,,,,
RCC4006,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,,,Pacific Ocean,South East Pacific,Chile,pelagic,P. von Dassow,,P. Von Dassow,K/2,17.00,12.00,30,,"Saturday, October 1, 2011",Yes,No,Yes,No,No,No,No,RCC4006,-33.63,-78.82,Juan Fernandez Archipeligo,Robinson Crusoe Island,Flow cytometry sorting (1 cell),,,,,,,,,,solitary,,,,,,,,
RCC4007,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,,,Pacific Ocean,South East Pacific,Chile,pelagic,P. von Dassow,,P. Von Dassow,K/2,17.00,12.00,30,,"Saturday, October 1, 2011",Yes,No,Yes,No,No,No,No,RCC4007,-33.63,-78.82,Juan Fernandez Archipeligo,Robinson Crusoe Island,Flow cytometry sorting (1 cell),,,,,,,,,,solitary,,,,,,,,
RCC4028,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,,,Pacific Ocean,South East Pacific,Chile,,P. von Dassow,,P. Von Dassow,K/2,15.00,,,,,Yes,No,Yes,No,No,No,No,RCC4028,,,,,Flow cytometry sorting (1 cell),,,,,,,,,,solitary,,,,,,,,
RCC4029,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,,,Pacific Ocean,South East Pacific,Chile,,P. von Dassow,,P. Von Dassow,K/2,15.00,,,,,Yes,No,Yes,No,No,No,No,RCC4029,,,,,Flow cytometry sorting (1 cell),,,,,,,,,,solitary,,,,,,,,
RCC4030,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,,,Pacific Ocean,South East Pacific,Chile,,P. von Dassow,,P. Von Dassow,K/2,15.00,,,,,Yes,No,Yes,No,No,No,No,RCC4030,,,,,Flow cytometry sorting (1 cell),,,,,,,,,,solitary,,,,,,,,
RCC4073,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,spherical,non-motile,Atlantic Ocean,English Channel,France,coastal,I. Probert,Jalabert F.,,K/2,15.00,8.00,100,,"Monday, July 1, 2013",Yes,No,Yes,No,No,No,No,RCC4073,48.74,-3.96,Britanny coast,Roscoff Astan,micropipette,,K/2 (ian),,,,,,,I. Probert,,,,,,,,,
RCC4075,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,spherical,non-motile,Atlantic Ocean,English Channel,France,coastal,I. Probert,Jalabert F.,,K/2,15.00,8.00,100,,"Monday, July 1, 2013",Yes,No,Yes,No,No,No,No,RCC4075,48.74,-3.96,Britanny coast,Roscoff Astan,micropipette,,K/2 (ian),,,,,,,I. Probert,,,,,,,,,
RCC4080,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,spherical,non-motile,Atlantic Ocean,English Channel,France,coastal,I. Probert,Jalabert F.,,K/2,15.00,8.00,100,,"Monday, July 1, 2013",Yes,No,Yes,No,No,No,No,RCC4080,48.74,-3.96,Britanny coast,Roscoff Astan,micropipette,,K/2 (ian),,,,,,,I. Probert,,,,,,,,,
RCC4081,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,spherical,non-motile,Atlantic Ocean,English Channel,France,coastal,I. Probert,Jalabert F.,,K/2,15.00,8.00,100,,"Monday, July 1, 2013",Yes,No,Yes,No,No,No,No,RCC4081,48.74,-3.96,Britanny coast,Roscoff Astan,micropipette,,K/2 (ian),,,,,,,I. Probert,,,,,,,,,
RCC4091,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,spherical,non-motile,,,,pelagic,C. Daniels,,C. Daniels,K/2,10.00,6.00,30,,,Yes,No,Yes,No,No,No,No,RCC4091,,,,,micropipette,,K/2,,,,,UKOA,,C. Daniels,solitary,,,,,,,,
RCC4097,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,coccoid surrounded by matrix,non-motile,Pacific Ocean,,Japan,coastal,Gourvil P.,Probert I.,,K,20.00,3.00,,,"Sunday, August 25, 2013",No,No,Yes,No,No,No,No,RCC4097,39.01,141.01,,S2 bis,micropipette,sequence,K,,,0,,Oshoro-Maru  2013,,,solitary,,,,water,,,,marine
RCC4443,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,,flagellated,Pacific Ocean,,Peru,pelagic,D. Vaulot,Probert I.,,L1,15.00,3.00,100,,"Saturday, April 26, 2014",No,No,Yes,No,No,No,No,RCC4443,-14.12,-76.5,Callao,11,Flow cytometry sorting - 1000 cells,sequence,None,,,10,,CALHIS-PERU14,,,,,,,,,,,
RCC4498,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,coccoid,non-motile,Pacific Ocean,,Japan,pelagic,A. Lopes,Probert I.,,K,20.00,3.00,100,,"Thursday, October 10, 2013",No,No,Yes,No,No,No,No,RCC4498,40.49,143.84,,D3,Single cell isolation,sequence,K,,,40,,Oshoro-Maru  2013,,,solitary,,,,water,,,,marine
RCC4514,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,coccoid,non-motile,Atlantic Ocean,North Sea,Norway,pelagic,K.T. Lohbeck,Lohbeck K.T.,L. Listmann,K/2,17.00,16.00,25,,"Thursday, May 28, 2009",Yes,No,Yes,No,No,No,No,RCC4514,60.27,5.2,Raunefjorden,,Micropipetting,,sterile-filtered natural seawater,,,0,,,,,,,,,,,,,
RCC4515,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,coccoid,non-motile,Atlantic Ocean,North Sea,Norway,pelagic,K.T. Lohbeck,Lohbeck K.T.,L. Listmann,K/2,17.00,16.00,25,,"Thursday, May 28, 2009",Yes,No,Yes,No,No,No,No,RCC4515,60.27,5.2,Raunefjorden,,Micropipetting,,sterile-filtered natural seawater,,,0,,,,,,,,,,,,,
RCC4516,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,coccoid,non-motile,Atlantic Ocean,North Sea,Norway,pelagic,K.T. Lohbeck,Lohbeck K.T.,L. Listmann,K/2,17.00,16.00,25,,"Thursday, May 28, 2009",Yes,No,Yes,No,No,No,No,RCC4516,60.27,5.2,Raunefjorden,,Micropipetting,,sterile-filtered natural seawater,,,0,,,,,,,,,,,,,
RCC4517,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,coccoid,non-motile,Atlantic Ocean,North Sea,Norway,pelagic,K.T. Lohbeck,Lohbeck K.T.,L. Listmann,K/2,17.00,16.00,25,,"Thursday, May 28, 2009",Yes,No,Yes,No,No,No,No,RCC4517,60.27,5.2,Raunefjorden,,Micropipetting,,sterile-filtered natural seawater,,,0,,,,,,,,,,,,,
RCC4518,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,coccoid,non-motile,Atlantic Ocean,North Sea,Norway,pelagic,K.T. Lohbeck,Lohbeck K.T.,L. Listmann,K/2,17.00,16.00,25,,"Thursday, May 28, 2009",Yes,No,Yes,No,No,No,No,RCC4518,60.27,5.2,Raunefjorden,,Micropipetting,,sterile-filtered natural seawater,,,0,,,,,,,,,,,,,
RCC4519,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,coccoid,non-motile,Atlantic Ocean,North Sea,Norway,pelagic,K.T. Lohbeck,Lohbeck K.T.,L. Listmann,K/2,17.00,16.00,25,,"Thursday, May 28, 2009",Yes,No,Yes,No,No,No,No,RCC4519,60.27,5.2,Raunefjorden,,Micropipetting,,sterile-filtered natural seawater,,,0,,,,,,,,,,,,,
RCC4520,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,coccoid,non-motile,Atlantic Ocean,North Sea,Norway,pelagic,K.T. Lohbeck,Lohbeck K.T.,L. Listmann,K/2,17.00,16.00,25,,"Thursday, May 28, 2009",Yes,No,Yes,No,No,No,No,RCC4520,60.27,5.2,Raunefjorden,,Micropipetting,,sterile-filtered natural seawater,,,0,,,,,,,,,,,,,
RCC4521,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,coccoid,non-motile,Atlantic Ocean,North Sea,Norway,pelagic,K.T. Lohbeck,Lohbeck K.T.,L. Listmann,K/2,17.00,16.00,25,,"Thursday, May 28, 2009",Yes,No,Yes,No,No,No,No,RCC4521,60.27,5.2,Raunefjorden,,Micropipetting,,sterile-filtered natural seawater,,,0,,,,,,,,,,,,,
RCC4522,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,coccoid,non-motile,Atlantic Ocean,North Sea,Norway,pelagic,K.T. Lohbeck,Lohbeck K.T.,L. Listmann,K/2,17.00,16.00,25,,"Thursday, May 28, 2009",Yes,No,Yes,No,No,No,No,RCC4522,60.27,5.2,Raunefjorden,,Micropipetting,,sterile-filtered natural seawater,,,0,,,,,,,,,,,,,
RCC4523,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,coccoid,non-motile,Atlantic Ocean,North Sea,Norway,pelagic,K.T. Lohbeck,Lohbeck K.T.,L. Listmann,K/2,17.00,16.00,25,,"Thursday, May 28, 2009",Yes,No,Yes,No,No,No,No,RCC4523,60.27,5.2,Raunefjorden,,Micropipetting,,sterile-filtered natural seawater,,,0,,,,,,,,,,,,,
RCC4524,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,coccoid,non-motile,Atlantic Ocean,South East Atlantic,Portugal,pelagic,L. Eggers,Eggers L.,L. Listmann,K/2,17.00,16.00,25,,"Friday, October 1, 2010",Yes,No,Yes,No,No,No,No,RCC4524,,,Azores,Sao Migueal,Micropipetting,,sterile-filtered natural seawater,,,0,,,,,,,,,,,,,
RCC4525,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,coccoid,non-motile,Atlantic Ocean,South East Atlantic,Portugal,pelagic,L. Eggers,Eggers L.,L. Listmann,K/2,17.00,16.00,25,,"Friday, October 1, 2010",Yes,No,Yes,No,No,No,No,RCC4525,,,Azores,Sao Migueal,Micropipetting,,sterile-filtered natural seawater,,,0,,,,,,,,,,,,,
RCC4526,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,coccoid,non-motile,Atlantic Ocean,South East Atlantic,Portugal,pelagic,L. Eggers,Eggers L.,L. Listmann,K/2,17.00,16.00,25,,"Friday, October 1, 2010",Yes,No,Yes,No,No,No,No,RCC4526,,,Azores,Sao Migueal,Micropipetting,,sterile-filtered natural seawater,,,0,,,,,,,,,,,,,
RCC4527,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,coccoid,non-motile,Atlantic Ocean,South East Atlantic,Portugal,pelagic,L. Eggers,Eggers L.,L. Listmann,K/2,17.00,16.00,25,,"Friday, October 1, 2010",Yes,No,Yes,No,No,No,No,RCC4527,,,Azores,Sao Migueal,Micropipetting,,sterile-filtered natural seawater,,,0,,,,,,,,,,,,,
RCC4528,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,coccoid,non-motile,Atlantic Ocean,South East Atlantic,Portugal,pelagic,L. Eggers,Eggers L.,L. Listmann,K/2,17.00,16.00,25,Mix of coccolith-bearing non-motile cells and naked flagellate cells,"Friday, October 1, 2010",Yes,No,Yes,No,No,No,No,RCC4528,,,Azores,Sao Migueal,Micropipetting,,sterile-filtered natural seawater,,,0,,,,,,,,,,,,,
RCC4529,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,coccoid,non-motile,Atlantic Ocean,South East Atlantic,Portugal,pelagic,L. Eggers,Eggers L.,L. Listmann,K/2,17.00,16.00,25,,"Friday, October 1, 2010",Yes,No,Yes,No,No,No,No,RCC4529,,,Azores,Sao Migueal,Micropipetting,,sterile-filtered natural seawater,,,0,,,,,,,,,,,,,
RCC4530,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,coccoid,non-motile,Atlantic Ocean,South East Atlantic,Portugal,pelagic,L. Eggers,Eggers L.,L. Listmann,K/2,17.00,16.00,25,,"Friday, October 1, 2010",Yes,No,Yes,No,No,No,No,RCC4530,,,Azores,Sao Migueal,Micropipetting,,sterile-filtered natural seawater,,,0,,,,,,,,,,,,,
RCC4531,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,coccoid,non-motile,Atlantic Ocean,South East Atlantic,Portugal,pelagic,L. Eggers,Eggers L.,L. Listmann,K/2,17.00,16.00,25,,"Friday, October 1, 2010",Yes,No,Yes,No,No,No,No,RCC4531,,,Azores,Sao Migueal,Micropipetting,,sterile-filtered natural seawater,,,0,,,,,,,,,,,,,
RCC4532,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,coccoid,non-motile,Atlantic Ocean,South East Atlantic,Portugal,pelagic,L. Eggers,Eggers L.,L. Listmann,K/2,17.00,16.00,25,,"Friday, October 1, 2010",Yes,No,Yes,No,No,No,No,RCC4532,,,Azores,Sao Migueal,Micropipetting,,sterile-filtered natural seawater,,,0,,,,,,,,,,,,,
RCC4533,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,coccoid,non-motile,Atlantic Ocean,South East Atlantic,Portugal,pelagic,L. Eggers,Eggers L.,L. Listmann,K/2,17.00,16.00,25,,"Friday, October 1, 2010",Yes,No,Yes,No,No,No,No,RCC4533,,,Azores,Sao Migueal,Micropipetting,,sterile-filtered natural seawater,,,0,,,,,,,,,,,,,
RCC4534,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,coccoid,non-motile,Atlantic Ocean,Canary Islands,Spain,coastal,K.T. Lohbeck,Bach L.T.,L. Listmann,K/2,17.00,16.00,25,,"Saturday, February 8, 2014",Yes,No,Yes,No,No,No,No,RCC4534,27.98,-15.37,Gran Canaria coast,,Micropipetting,,sterile-filtered natural seawater,,,0,,,,,,,,,,,,,
RCC4536,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,coccoid,non-motile,Atlantic Ocean,Canary Islands,Spain,coastal,K.T. Lohbeck,Bach L.T.,L. Listmann,K/2,17.00,16.00,25,,"Saturday, February 8, 2014",Yes,No,Yes,No,No,No,No,RCC4536,27.98,-15.37,Gran Canaria coast,,Micropipetting,,sterile-filtered natural seawater,,,0,,,,,,,,,,,,,
RCC4537,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,coccoid,non-motile,Atlantic Ocean,Canary Islands,Spain,coastal,K.T. Lohbeck,Bach L.T.,L. Listmann,K/2,17.00,16.00,25,,"Saturday, February 8, 2014",Yes,No,Yes,No,No,No,No,RCC4537,27.98,-15.37,Gran Canaria coast,,Micropipetting,,sterile-filtered natural seawater,,,0,,,,,,,,,,,,,
RCC4538,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,coccoid,non-motile,Atlantic Ocean,Canary Islands,Spain,coastal,K.T. Lohbeck,Bach L.T.,L. Listmann,K/2,17.00,16.00,25,,"Saturday, February 8, 2014",Yes,No,Yes,No,No,No,No,RCC4538,27.98,-15.37,Gran Canaria coast,,Micropipetting,,sterile-filtered natural seawater,,,0,,,,,,,,,,,,,
RCC4539,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,coccoid,non-motile,Atlantic Ocean,Canary Islands,Spain,coastal,K.T. Lohbeck,Bach L.T.,L. Listmann,K/2,17.00,16.00,25,,"Saturday, February 8, 2014",Yes,No,Yes,No,No,No,No,RCC4539,27.98,-15.37,Gran Canaria coast,,Micropipetting,,sterile-filtered natural seawater,,,0,,,,,,,,,,,,,
RCC4541,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,coccoid,non-motile,Atlantic Ocean,Canary Islands,Spain,coastal,K.T. Lohbeck,Bach L.T.,L. Listmann,K/2,17.00,16.00,25,,"Saturday, February 8, 2014",Yes,No,Yes,No,No,No,No,RCC4541,27.98,-15.37,Gran Canaria coast,,Micropipetting,,sterile-filtered natural seawater,,,0,,,,,,,,,,,,,
RCC4542,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,coccoid,non-motile,Atlantic Ocean,Canary Islands,Spain,coastal,K.T. Lohbeck,Bach L.T.,L. Listmann,K/2,17.00,16.00,25,,"Saturday, February 8, 2014",Yes,No,Yes,No,No,No,No,RCC4542,27.98,-15.37,Gran Canaria coast,,Micropipetting,,sterile-filtered natural seawater,,,0,,,,,,,,,,,,,
RCC4543,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,coccoid,non-motile,Atlantic Ocean,Canary Islands,Spain,coastal,K.T. Lohbeck,Bach L.T.,L. Listmann,K/2,17.00,16.00,25,,"Saturday, February 8, 2014",Yes,No,Yes,No,No,No,No,RCC4543,27.98,-15.37,Gran Canaria coast,,Micropipetting,,sterile-filtered natural seawater,,,0,,,,,,,,,,,,,
RCC4544,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,coccoid,non-motile,Atlantic Ocean,Canary Islands,Spain,coastal,K.T. Lohbeck,Bach L.T.,L. Listmann,K/2,17.00,16.00,25,,"Saturday, February 8, 2014",Yes,No,Yes,No,No,No,No,RCC4544,27.98,-15.37,Gran Canaria coast,,Micropipetting,,sterile-filtered natural seawater,,,0,,,,,,,,,,,,,
RCC4545,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,coccoid,non-motile,Atlantic Ocean,Canary Islands,Spain,coastal,K.T. Lohbeck,Bach L.T.,L. Listmann,K/2,17.00,16.00,25,,"Saturday, February 8, 2014",Yes,No,Yes,No,No,No,No,RCC4545,27.98,-15.37,Gran Canaria coast,,Micropipetting,,sterile-filtered natural seawater,,,0,,,,,,,,,,,,,
RCC4546,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,coccoid,non-motile,Atlantic Ocean,Canary Islands,Spain,coastal,K.T. Lohbeck,Bach L.T.,L. Listmann,K/2,17.00,16.00,25,,"Saturday, February 8, 2014",Yes,No,Yes,No,No,No,No,RCC4546,27.98,-15.37,Gran Canaria coast,,Micropipetting,,sterile-filtered natural seawater,,,0,,,,,,,,,,,,,
RCC4547,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,coccoid,non-motile,Atlantic Ocean,Canary Islands,Spain,coastal,K.T. Lohbeck,Bach L.T.,L. Listmann,K/2,17.00,16.00,25,,"Saturday, February 8, 2014",Yes,No,Yes,No,No,No,No,RCC4547,27.98,-15.37,Gran Canaria coast,,Micropipetting,,sterile-filtered natural seawater,,,0,,,,,,,,,,,,,
RCC4549,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,coccoid,non-motile,Atlantic Ocean,,International waters,pelagic,R. Edern,Moniz M.,,K,20.00,3.00,100,,"Tuesday, September 30, 2014",No,No,Yes,No,No,No,No,RCC4549,41.77,-18.75,,9,Cell sorting,,L1,,,2,,AMT 24,19.90,,,,,,,,,,
RCC4560,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,coccoid,non-motile,Atlantic Ocean,,International waters,pelagic,R. Edern,Moniz M.,,K,20.00,3.00,100,,"Sunday, October 12, 2014",No,No,Yes,No,No,No,No,RCC4560,2.35,-25.48,,38,Cell sorting,sequence,L1,,,2,,AMT 24,26.80,,,,,,,,,,
RCC5024,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,coccoid,non-motile,Pacific Ocean,South East Pacific,Chile,pelagic,H. A. Ramírez,D. Thomas/F. Díaz,P. Von Dassow,K/2-I,17.00,12.00,25,,"Tuesday, August 30, 2016",Yes,No,Yes,No,No,No,No,RCC5024,-29.91,-71.54,coast of Chile,,Single cell sorting of calcified cells (depolarize scatter light),Light microscopy,,,,0,,Coquimbo,,,solitary,,,,,,,,
RCC5025,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,coccoid,non-motile,Pacific Ocean,South East Pacific,Chile,pelagic,H. A. Ramírez,D. Thomas/F. Díaz,P. Von Dassow,K/2-I,17.00,12.00,25,,"Tuesday, August 30, 2016",Yes,No,Yes,No,No,No,No,RCC5025,-29.91,-71.54,coast of Chile,,Single cell sorting of calcified cells (depolarize scatter light),Light microscopy,,,,0,,Coquimbo,,,solitary,,,,,,,,
RCC5026,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,coccoid,non-motile,Pacific Ocean,South East Pacific,Chile,pelagic,H. A. Ramírez,D. Thomas/F. Díaz,P. Von Dassow,K/2-I,17.00,12.00,25,,"Tuesday, August 30, 2016",Yes,No,Yes,No,No,No,No,RCC5026,-29.91,-71.54,coast of Chile,,Single cell sorting of calcified cells (depolarize scatter light),Light microscopy,,,,0,,Coquimbo,,,solitary,,,,,,,,
RCC5027,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,coccoid,non-motile,Pacific Ocean,South East Pacific,Chile,pelagic,H. A. Ramírez,D. Thomas/F. Díaz,P. Von Dassow,K/2-I,17.00,12.00,25,,"Tuesday, August 30, 2016",Yes,No,Yes,No,No,No,No,RCC5027,-29.91,-71.54,coast of Chile,,Single cell sorting of calcified cells (depolarize scatter light),Light microscopy,,,,0,,Coquimbo,,,solitary,,,,,,,,
RCC5028,Eukaryota,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,coccoid,non-motile,Pacific Ocean,South East Pacific,Chile,pelagic,H. A. Ramírez,D. Thomas/F. Díaz,P. Von Dassow,K/2-I,17.00,12.00,25,,"Tuesday, August 30, 2016",Yes,No,Yes,No,No,No,No,RCC5028,-29.91,-71.54,coast of Chile,,Single cell sorting of calcified cells (depolarize scatter light),Light microscopy,,,,0,,Coquimbo,,,solitary,,,,,,,,
